ARCIMRowid,ARCIMCode,ARCIMDesc
7360||1,CY0677,煅牡蛎(相当于20克)
7361||1,CY0678,蜈蚣(条)
7362||1,CY0679,蜈蚣(相当于2克)
7363||1,CY0680,麸炒白术(相当于10克)
7364||1,CY0681,麸炒山药(相当于10克)
7365||1,CY0682,麸炒枳壳(相当于6克)
7366||1,CY0683,代赭石(相当于15克)
7367||1,CY0684,桑寄生(克)作废
7368||1,CY0685,瞿麦(相当于10克)
7369||1,JY000174,关节腔液生化
736||1,XY01477,(高危B)顺铂注射液(诺欣)[6ml:30mg]
7370||1,JY000175,梅毒筛查
7371||1,JY000176,抗中性粒细胞胞浆抗体
7372||1,JY000177,B型钠尿肽
7373||1,JY000178,血清总胆固醇测定
7374||1,JY000179,血清甘油三酯测定
7375||1,JY000180,碱性磷酸酶
7376||1,JY000181,胆碱酯酶
7377||1,JY000182,血清促甲状腺素测定(荧光酶免疫法)
7378||1,JY000184,乙肝表面抗原
7379||1,JY000185,乙肝表面抗体
737||1,XY01543,头孢氨苄缓释片(美丰)[0.25g*20片]
7380||1,JY000186,体检血脂四项
7381||1,JY000187,γ-谷氨酰转肽酶
7382||1,JY000188,血清总胆汁酸测定
7383||1,JY000189,血清单胺氧化酶测定
7384||1,JY000190,血清前白蛋白测定
7385||1,JY000191,血清胱抑素C
7386||1,FS0009,胸部正位片
7387||1,FS0010,胸部侧位片(左、右)
7388||1,FS0036,手正斜位片(单侧)
7389||1,FS0037,手正位片 (单侧)
738||1,XY00169,氨溴索片(沐舒坦)[30mg*20片]
7390||1,FS0011,胸部正侧位片
7391||1,FS0038,双手正位片 (单侧)
7392||1,FS0012,心脏三位片
7393||1,FS0013,腹部正位片(立、平卧)
7394||1,FS0039,足正斜位片(单侧)
7395||1,FS0040,足正位片(单侧)
7396||1,FS0014,骨盆正位片
7397||1,FS0041,双足正斜位片
7398||1,FS0015,肩关节正位片(单侧)
7399||1,FS0042,肘正侧位片(单侧)
739||1,XY01108,美洛昔康片(莫比可)[7.5mg*7片]10
73||1,XY01041,铝碳酸镁片(威地美)[0.5g*36片]
7400||1,FS0043,膝关节正侧位片(单侧)
7401||1,FS0016,头颅正侧位片
7402||1,FS0044,双膝关节正侧位片
7403||1,FS0017,颈椎正侧位片
7404||1,FS0018,颈椎侧位片
7405||1,FS0045,踝关节正侧位片(单侧)
7406||1,FS0046,口腔全景片
7407||1,FS0019,颈椎正位片
7408||1,FS0020,颈椎屈伸侧位片
7409||1,FS0021,颈椎正侧屈伸⑷位片
740||1,XY01109,美洛昔康注射液(莫比可)[1.5ml:15mg]
7410||1,FS0022,颈椎正侧屈伸双斜位片
7411||1,FS0047,食道造影
7412||1,FS0049,下消化道造影
7413||1,FS0052,输卵管造影
7414||1,FS0023,胸椎正侧位片
7415||1,FS0024,腰椎正侧位片
7416||1,FS0025,腰椎屈伸侧位片
7417||1,FS0026,腰椎正侧屈伸⑷位片
7418||1,FS0027,腰椎正侧屈伸双斜位片
7419||1,FS0028,髋关节正位片 (单侧)
741||1,XY00172,氨溴特罗口服液(易坦静)[100ml:150mg:0.1mg]
7420||1,FS0029,髋关节正侧位片(单侧)
7421||1,FS0030,腕关节正侧位片(单侧)
7422||1,FS0031,尺桡骨正侧位片(单侧)
7423||1,FS0032,肱骨正侧位片(单侧)
7424||1,FS0033,股骨正侧位片(单侧)
7425||1,FS0034,胫腓骨正侧位片(单侧)
7426||1,FS0035,鼻骨侧位片
7427||1,XY00317,肠内营养乳剂(TP-HE)(瑞高)[500ml]
7428||1,XY00285,布拉氏酵母菌散剂[0.25g*6袋]
7429||1,XY00841,甲巯咪唑片[5mg*100片]
742||1,XY00931,枯草杆菌肠球菌二联活菌(妈咪爱)[1g*15袋]
7430||1,XY00963,酪酸梭菌活菌片(米雅)[复方]
7431||1,XY00315,肠内营养粉(AA)(维沃)[80.4g]
7432||1,XY00463,恩他卡朋片(珂丹)[0.2g*30片]
7433||1,XY01822,依折麦布片(益适纯)[10mg*5片]
7434||1,XY00331,雌三醇乳膏(欧维婷)[15g:15mg]
7435||1,XY00941,拉米夫定片(银丁)[0.1g*14片]
7436||1,XY01490,他克莫司胶囊(普乐可复)[0.5mg*50粒]
7437||1,XY01491,他克莫司胶囊(普乐可复)[1mg*50粒]
7438||1,XY01495,他克莫司软膏(普特彼)[10g:0.03%]
7439||1,XY01496,他克莫司软膏(普特彼)[10g:0.1%]
743||1,XY00173,胺碘酮片[0.2g*24片]--作废
7440||1,XY01502,坦索罗辛胶囊(哈乐)[0.2mg*10粒]--作废
7441||1,XY01253,葡萄糖酸钙锌口服液[10ml*24支]
7442||1,XY00951,赖氨匹林粉针[0.5g]
7443||1,XY00952,赖氨匹林散剂(来比林)[1g:0.225g*6袋]
7444||1,XY01464,双氯芬酸钠贴片(来比新)[50mg*4贴]
7445||1,XY00475,二氢麦角碱缓释片[2.5mg*25片]
7446||1,XY00837,(高危C)甲羟孕酮片[250mg*30片]
7447||1,XY00888,九味镇心颗粒[6g*20袋]
7448||1,XY01838,异丙托溴铵气雾剂[14g:8.4mg]
7449||1,XY01862,银杏酮脂丸[100丸]
744||1,XY00247,吡嗪酰胺片1[0.25g*100片]111111
7450||1,XY00851,尖吻腹蛇血凝酶粉针[1IU]
7451||1,XY00369,当归苦参丸[6g*12袋]
7452||1,XY00170,氨溴索葡萄糖注射液[100ml:30mg]
7453||1,XY01728,缬沙坦氢氯噻嗪片[80mg:12.5mg]
7454||1,XY01864,银杏叶酊[30ml]
7455||1,XY01285,前列地尔注射液(益脉宁)[1ml:5ug]
7456||1,XY00177,奥布卡因滴眼液(倍诺喜)[20ml:80mg]
7457||1,XY01994,左氧氟沙星滴眼液(可乐必妥)[5ml:24.4mg]
7458||1,XY00584,复方吡拉西坦脑蛋白水解物(塞克欣)[36片]
7459||1,XY00066,10%水合氯醛[10ml]
745||1,XY00380,地高辛片[0.25mg*100片]1111
7460||1,XY00068,2%丁卡因[500ml]
7461||1,XY00069,2%毛果云香滴眼液[8ml]
7462||1,XY00407,碘溶液[100ml]
7463||1,XY00586,复方薄荷樟脑滴鼻液[10ml]
7464||1,XY01035,炉甘石洗剂[100ml]11111
7465||1,XY01058,氯化钾口服液[200ml]
7466||1,XY01063,氯霉素酊剂[100ml]111
7467||1,XY01423,升华硫软膏[100g]11111
7468||1,XY01596,维E膏[50g]
7469||1,XY00902,卡前列素氨丁三醇注射液[1ml:250ug]
746||1,XY00485,法莫替丁片[20mg*30片]
7470||1,XY01165,纳络酮注射液[1ml:1mg]
7471||1,XY00676,肝苏胶囊1[0.4g*48粒]111111
7472||1,XY01313,清热化滞颗粒[0.25g*20袋]
7473||1,XY00960,榄香烯乳注射液[20ml:0.1g]
7474||1,XY01719,小儿消食颗粒[1.5g*15袋]
7475||1,XY00385,(高危A)(诺和平)地特胰岛素注射液[3ml:300IU]
7476||1,XY00871,(高危A)(诺30R)精蛋白生物合成人胰岛素[10ml:400IU]
7477||1,XY00872,(高危A)(诺30R笔芯)精蛋白生物合成人胰岛素[3ml:300IU]
7478||1,XY00874,(高危A)(诺50R笔芯)精蛋白生物合成人胰岛素[3ml:300IU]
7479||1,XY00875,(高危A)(诺N)精蛋白生物合成人胰岛素[10ml:400IU]
747||1,XY00619,复方甲氧那明胶囊[60粒]
7480||1,XY00876,(高危A)(诺N笔芯)精蛋白生物合成人胰岛素[3ml:300IU]
7481||1,XY01128,(高危A)(锐30笔芯)门冬胰岛素30[3ml:300IU]
7482||1,XY01129,(高危A)(锐笔芯)门冬胰岛素注射液[3ml:300IU]
7483||1,XY01130,(高危A)(锐特充)门冬胰岛素[3ml:300IU]
7484||1,XY01131,(高危A)(锐30特充)门冬胰岛素30注射液[3ml:300IU]
7485||1,XY01433,(高危A)(诺R)生物合成人胰岛素[10m:400IU]
7486||1,XY01434,(高危A)(诺R笔芯)生物合成人胰岛素[3ml:300IU]
7487||1,XY00268,玻璃酸钠滴眼液(德国)[10ml:1mg]
7488||1,XY01112,美莎拉嗪肠溶片[0.4g*24片]
7489||1,XY00717,关节膏[2贴]11111
748||1,XY01121,美西律片[50mg*100片]3
7490||1,XY01185,脑苷肌肽注射液[2ml:6.4mg]
7491||1,XY01324,曲克芦丁脑蛋白水解物[2ml:80mg:1mg]
7492||1,XY00424,独一味胶囊[0.3g*50粒]
7493||1,XY00953,赖氨葡锌颗粒[5g*15袋]
7494||1,XY01573,托泊替康粉针(和美新)[1mg]
7495||1,XY00940,拉米夫定片(贺普丁)[100mg*14片]
7496||1,XY00569,复方氨基酸(18AA-II)(法谱)注射液[250ml:8.5%]
7497||1,XY00328,穿王消炎片[0.22g*48片]
7498||1,XY00599,复方风湿宁注射液[4ml*6支]
7499||1,XY01280,气滞胃痛胶囊[0.32g*36粒]
749||1,XY01262,普罗帕酮片[50mg*100片]
74||1,XY01076,螺旋藻胶囊[0.35g*50粒]
7500||1,XY00274,补肺活血胶囊1[0.35g*40粒]11111
7501||1,XY00373,低分子右旋糖酐氨基酸(大)注射液[500ml]
7502||1,XY01312,清脑复神液[10ml*12支]
7503||1,XY01448,舒眠胶囊[0.4g*36粒]
7504||1,XY00865,金骨莲胶囊[0.25g*24粒]
7505||1,XY00905,开喉剑喷雾剂[30ml*1支]
7506||1,XY00711,骨康胶囊[0.4g*12粒*4板]
7507||1,XY00967,乐脉丸[1.5g*9丸]
7508||1,XY00508,枫蓼肠胃康合剂[120ml]11111
7509||1,XY01612,维生素B6粉针[0.1g]
750||1,XY01351,炔诺酮片[0.625mg*100片]
7510||1,XY01375,软骨素滴眼剂[10ml:0.3g]
7511||1,XY00333,促肝细胞生长素肠溶胶囊[50mg*12粒]
7512||1,XY01938,重组人白细胞介素-11粉针(吉巨芬)[1.5mg]
7513||1,XY00325,川芎嗪粉针(小)[40mg]
7514||1,XY00326,川芎嗪粉针(大)[80mg]
7515||1,XY00371,(高危B)低分子肝素钙(大万脉舒)注射液[0.4ml:4100IU]
7516||1,XY01797,伊班膦酸钠注射液(艾本)[2ml:2mg]
7517||1,XY00684,格拉司琼粉针(格欧舒)[1mg]
7518||1,XY00922,科博肽粉针[70ug]
7519||1,XY01346,去氧孕烯炔雌醇片(妈富隆)[0.15mg:30ug*21片]
751||1,XY01755,熊去氧胆酸片[50mg*30片]
7520||1,XY01711,小儿肺热咳喘口服液[10ml*6支]
7521||1,XY00487,泛硫乙胺胶囊[0.1g*30粒]
7522||1,XY00996,联苯苄唑乳膏[15g:150mg]
7523||1,XY01784,养血口服液[10ml*6支]
7524||1,XY00543,氟替卡松乳膏[15g]
7525||1,XY00129,阿昔洛韦膏[10g]
7526||1,XY01964,(高危C)灯盏花素(小)[20mg]
7527||1,XY00551,妇良片[0.3g*48片]
7528||1,XY00335,醋酸钠林格注射液[500ml]
7529||1,XY00792,活络消痛胶囊[0.35g*36粒]
752||1,XY01827,乙胺丁醇片[0.25g*100片]111111
7530||1,XY01356,人胎盘片[0.25g*24片]
7531||1,XY01357,人胎盘脂多糖注射液[2ml]
7532||1,XY01358,人胎盘组织液[2ml]
7533||1,XY01366,乳果糖口服溶液(科伦)[100ml:66.7g]
7534||1,XY01184,脑得生颗粒[3g*12袋]
7535||1,XY01479,司他斯汀片(齐齐)[1mg*20片]
7536||1,XY01929,治糜灵泡腾片[0.65g*6片]
7537||1,XY00352,丹蒌片[0.3g*60片]
7538||1,XY00758,琥珀酰明胶注射液1[500ml：20g]
7539||1,XY01447,舒筋胶囊[0.4g*15粒]
753||1,XY00174,(高危A)胺碘酮注射液(可达龙)[3ml:150mg*6支]
7540||1,XY01470,双唑泰阴道凝胶[5g*4枚]
7541||1,XY00932,苦参素片(龙鑫甘)[0.1g*24片]
7542||1,XY01019,硫辛酸注射液(奥力宝)[12ml:0.3g]
7543||1,XY01523,替莫唑胺胶囊(蒂清)[50mg*7粒]
7544||1,XY00232,苯扎贝特分散片[0.2g*24片]
7545||1,XY01773,鸦胆子油软胶囊[0.53g*36粒]
7546||1,XY01311,清金糖浆[100ml]
7547||1,XY01884,右旋糖酐铁分散片[25mg*60片]
7548||1,XY00293,参坤养血胶囊[0.5g*24粒]
7549||1,XY00322,川贝枇杷胶囊[0.2g*12粒*2板]
754||1,XY00263,丙戊酸钠粉针[0.4g]2
7550||1,XY00995,莲芝消炎软胶囊[0.4g*24粒]
7551||1,XY00390,地仲强骨胶囊[0.33g*36粒]
7552||1,XY00869,金天格胶囊[0.4g*24粒]
7553||1,XY01974,转移因子胶囊[3mg*24片]
7554||1,XY01975,转移因子口服液[10ml:10mg*6支]
7555||1,XY01207,尿毒清颗粒[5g*18袋]
7556||1,XY01164,纳络酮注射液(金尔伦)[1mg]
7557||1,XY00912,康妇消炎栓[2.8g*7枚]
7558||1,XY01893,云胃宁胶囊[0.2g*12粒]
7559||1,XY00804,(高危B)吉西他滨粉针(健择)[200mg]
755||1,XY00264,丙戊酸钠缓释片(德巴金)[500mg*30片]
7560||1,XY00573,复方氨基酸(18AA-VII)注射液(捷苏)[200ml:20.65g]
7561||1,XY01167,纳美芬注射液(抒纳)[1ml:0.1mg]
7562||1,XY01504,碳酸钙胶囊[0.5g*36粒]
7563||1,XY00937,坤灵丸[0.26g*90丸]
7564||1,XY01743,新雪丸[1.7g*12袋]
7565||1,ZY00142,安神补脑液[10ml*10支]
7566||1,XY00297,参芪降糖颗粒1[3g*10袋]
7567||1,XY01718,小儿消积止咳口服液[10ml*6支]
7568||1,XY01734,心通口服液[10ml*6支]
7569||1,XY01853,茵栀黄颗粒[3g*10袋]
756||1,XY00457,厄贝沙坦片(安博维)[150mg*7片]
7570||1,XY01295,羟糖甘滴眼液[5ml:5mg]
7571||1,XY01382,塞来昔布胶囊(西乐葆)[200mg*6粒]
7572||1,XY01162,那如三味丸[400mg*30丸]
7573||1,XY01414,麝香通心滴丸[30mg*18丸]
7574||1,XY00740,荷丹片[0.73g*24片]
7575||1,XY00593,复方地龙胶囊[0.28g*12粒*2板]
7576||1,XY01900,蔗糖铁注射液(森铁能)[5ml:100mg]
7577||1,XY01439,十一酸睾酮软丸(安特尔)[40mg*16粒]
7578||1,XY00477,二乙酰氨乙酸二胺注射液[2ml:0.2g]
7579||1,XY00970,雷替曲塞粉针[2mg]
757||1,XY00458,厄贝沙坦氢氯噻嗪片(安博诺)[0.15g:125mg*7片]
7580||1,XY01380,瑞舒伐他汀钙片(舒夫坦)[10mg*7片]作废
7581||1,XY00316,肠内营养混悬液(能全力)[500ml:1.5Kcal/ml]
7582||1,XY01763,血凝酶粉针(巴曲亭)[1kU]
7583||1,XY01258,普拉洛芬滴眼液(普南扑灵)[5ml:5mg]
7584||1,XY00962,酪酸梭菌活菌胶囊(阿泰宁)[0.42g*30粒]
7585||1,XY00964,酪酸梭菌活菌散剂(宝乐安)[0.5g*10袋]
7586||1,XY01211,凝结芽孢杆菌活菌片(爽舒宝)[0.35g*30片]
7587||1,XY01317,秋水健脾散[3g*6袋]
7588||1,XY00267,玻璃酸钠滴眼液(爱丽)[0.1%*5ml:5mg]
7589||1,XY01910,脂肪乳氨基酸(17)葡萄糖(11%)注射液(卡文)[11%1440ml]
758||1,XY01045,氯吡格雷片(波立维)[75mg*7片]
7590||1,XY01911,脂肪乳氨基酸(17)葡萄糖(11%)注射液(卡文)[11%1920ml]
7591||1,XY01962,(高危B)(瑞通立)重组人组织型纤溶酶原激酶衍生物[18mg]
7592||1,XY01422,肾炎温阳胶囊[0.48g*36粒]
7593||1,XY01454,双丹颗粒[5g*12袋]
7594||1,XY01637,乌拉地尔粉针(亚宁定)[5ml:25mg]
7595||1,XY01029,六味五灵片[0.5g*60片]
7596||1,XY01011,硫普罗宁注射液(丁舒)[5ml:0.2g]
7597||1,XY00909,康艾扶正片[0.5g*24片]
7598||1,XY01665,夏枯草颗粒[9g*6袋]
7599||1,XY01957,重组人血管内皮抑制素(恩度)[3ml:15mg]
759||1,XY00179,奥拉西坦粉针[1g]
75||1,XY01509,特拉唑嗪胶囊(欧得曼)[2mg*20片]
7600||1,XY00637,复方天麻蜜环糖肽片[0.5g*24片]
7601||1,XY00755,猴头菌提取物颗粒(谓葆)[3g*18袋]
7602||1,XY00223,(精二)苯巴比妥片[30mg*100片]11111
7603||1,XY00648,复方胰酶片[50mg:50mg*24片]
7604||1,ZY00365,胆香鼻炎片[0.35g*36片]
7605||1,XY00857,健宝灵片[0.6g*60片]
7606||1,XY01025,六合氨基酸注射液[250ml:21.1g]
7607||1,XY00153,氨酚双氢可待因片[0.5g:10mg*24片]
7608||1,XY00370,得生胶囊[45g*24粒]
7609||1,XY00950,赖氨肌醇维B12[100ml]
760||1,XY00180,奥拉西坦胶囊(欧来宁)[0.4g*24粒]
7610||1,XY01321,曲安奈德益康唑乳膏[16g]
7611||1,XY00716,瓜蒌皮注射液[4ml]111111
7612||1,XY00790,茴三流片[25mg*24片]
7613||1,XY01948,重组人干扰素a-2b注射液(万复因)[300IU]
7614||1,XY00215,保儿宁糖浆[100ml]
7615||1,XY00245,吡拉西坦片(脑复康)[0.4g*100片]作废
7616||1,XY01812,依那普利叶酸片[10mg:0.8mg*7片]
7617||1,XY01510,特利加压素粉针[1mg]
7618||1,XY00762,滑膜炎颗粒[12g*10袋]
7619||1,XY01420,肾衰宁片[0.36g*24片]
761||1,XY00428,对乙酰氨基酚片[0.5g*12片]
7620||1,XY00188,奥曲肽粉针(泰美替宁)[0.1mg]
7621||1,XY01230,泮托拉唑肠溶片(泰美尼克)[20mg*14片]
7622||1,XY00864,金刚乙胺糖浆(津彤)[100ml:1g]
7623||1,XY00692,格列齐特缓释片(达美康)[30mg*30片]
7624||1,XY01233,培哚普利片(雅施达)[4mg*30片]
7625||1,XY01331,曲美他嗪片(万爽力)[20mg*30片]
7626||1,XY00300,参松养心胶囊1[0.4g*36粒]1111
7627||1,XY00015,(特抗)美罗培南粉针(美平)[0.5g]1111111111
7628||1,XY01561,（限抗）头孢哌酮钠粉针[2g]
7629||1,XY01570,头孢唑林钠粉针1[0.5g]
762||1,XY01314,清热解毒软胶囊[1.2g*20粒]
7630||1,XY01452,鼠神经生长因子粉针(苏肽生)[30ug]1
7631||1,XY00033,(特抗)头孢他美酯分散片[0.25g*12片]
7632||1,XY00568,复方氨基酸(18AA)注射液[250ml:12.5g]
7633||1,XY01912,脂肪乳氨基酸注射液[1000ml]
7634||1,XY01486,缩宫素鼻喷雾剂(奥赛托星)[50ml:200IU]
7635||1,XY01367,乳核内消液[10ml*10支]
7636||1,XY00653,复合磷酸氢钾注射液(泽达)[2ml]
7637||1,XY00966,乐儿康颗粒[2.5g*10袋]
7638||1,XY00596,复方莪术油栓[100mg*4枚]
7639||1,XY01696,硝呋太尔制霉素阴道胶囊(水青)[0.5g*6粒]
763||1,XY01672,腺苷钴胺片[0.25mg*100片]
7640||1,XY01578,托特罗定缓释胶囊[4mg*7粒]
7641||1,XY00972,利巴韦林泡腾颗粒[50mg*36袋]
7642||1,XY01920,脂康颗粒[8g]
7643||1,XY01731,心脑康胶囊[0.25g*60粒]
7644||1,XY01381,瑞舒伐他汀钙片[10mg*7片]
7645||1,XY00592,复方丹蛭片[0.36g*60片]
7646||1,XY00880,(高危A)(甘N)精蛋白重组人胰岛素[10ml:400IU]
7647||1,XY00881,(高危A)(甘N笔芯)精蛋白重组人胰岛素[3ml:300IU]
7648||1,XY01678,消癌平片[0.32g*144片]
7649||1,XY01680,消癌平注射液(小)[2ml]
764||1,XY00182,奥洛他定滴眼液(帕坦洛)[5ml:5mg]
7650||1,XY00345,大株红景天注射液[5ml]
7651||1,XY00399,碘海醇注射液(30欧乃派克)[100ml:30g]
7652||1,XY00400,碘海醇注射液(35欧乃派克)[100ml:35g]
7653||1,XY00401,碘海醇注射液(欧乃派克)[50ml:17.5g]
7654||1,XY00436,多奈哌齐片(安理申)[5mg*7片]
7655||1,XY00821,甲钴胺片(弥可保)[0.5mg*20片]
7656||1,XY00822,甲钴胺注射液(弥可保)[1ml:0.5mg*10支]
7657||1,XY01451,鼠神经生长因子粉针(金路捷)[9000AU:20ug]
7658||1,XY01436,生血宁片[0.25g*24片]
7659||1,XY00288,布洛芬混悬液[100ml:2g]
765||1,XY01323,曲伏前列素滴眼液(苏为坦)[2.5ml:0.1mg]
7660||1,XY01722,小牛血去蛋白提取物粉针(生祺)[0.4g]
7661||1,XY00930,口服补液盐III[5.125g*6支]1111
7662||1,XY00720,冠心康胶囊[0.45g*30粒]1
7663||1,XY01283,前列地尔注射液(力邦喜通)[1ml:5ug]
7664||1,XY01081,洛芬待因缓释片(思为普)[0.2g:13mg*20片]
7665||1,XY01581,托烷司琼粉针(赛格恩)[2ml:2mg]
7666||1,XY01955,重组人粒细胞巨噬细胞刺激因子(特尔立)[150ug]
7667||1,XY2013102102,欧马龙滴剂（50ml/瓶）作废
7668||1,XY00938,坤宁口服液[10ml*10支]
7669||1,XY00126,阿魏酸哌嗪分散片[0.1g*50片]
766||1,XY00185,奥美拉唑粉针(林可达)[40mg]
7670||1,XY00944,蜡样芽孢杆菌片[0.32g*20片]
7671||1,XY01483,苏黄止咳胶囊[0.45g*24粒]
7672||1,XY00251,(高危B)表柔比星注射液[5ml:10mg]
7673||1,XY01362,胸腺肽α1
7674||1,XY01540,酮咯酸氨丁三醇注射液[1ml:30mg]
7675||1,XY00645,复方锌铁钙口服溶液(金三微)[10ml*15支]
7676||1,XY01365,乳果糖口服溶液(仙复)[100ml:50g]
7677||1,XY01030,龙金通淋胶囊[0.46g*24粒]
7678||1,XY01410,蛇毒血凝酶注射液(速乐涓)[1ml:1KU]
7679||1,XY01945,重组人干扰素a2b凝胶(尤靖安)[5g]
767||1,XY01557,(限抗)头孢孟多酯粉针[1g]
7680||1,XY01575,托拉塞米注射液(丽泉)[2ml:10mg]
7681||1,XY01236,喷昔洛韦粉针(恒奥普康)[0.25g]
7682||1,XY00595,复方多粘菌素B软膏[10g]
7683||1,XY01863,银杏叶滴丸[63mg*60丸]
7684||1,XY00132,阿扎司琼注射液(欧立康定)[2ml:10mg]
7685||1,XY01376,瑞巴派特片[0.1g*12片]
7686||1,XY00646,复方熊胆通鼻喷雾剂[15ml]
7687||1,XY01102,脉血康胶囊[200mg*36粒]
7688||1,FS0077 ,跟骨正侧位片
7689||1,FS0078 ,跟骨侧位片
768||1,XY01574,托拉塞米粉针(泽通)[10mg]
7690||1,FS0079 ,鼻咽部侧位片
7691||1,FS0080 ,颧弓切线位
7692||1,FS0081 ,上颌窦(瓦氏位)片
7693||1,CT0001,头颅CT普通平扫
7694||1,CT0002,眼眶CT普通平扫
7695||1,CT0003,眼眶CT普通冠状扫描
7696||1,CT0004,副鼻窦CT普通平扫
7697||1,CT0005,副鼻窦CT普通冠状扫描
7698||1,CT0006,胸部CT普通平扫
7699||1,CT0007,颈椎CT普通平扫
769||1,XY00175,昂丹司琼粉针(奥一麦)[8mg]
76||1,ZY01542,痛泻宁颗粒[5g*10袋]
7700||1,CT0008,胸椎CT普通平扫
7701||1,CT0009,腰椎CT普通平扫（含三个间盘）
7702||1,CT0010,胸腰段椎体CT普通平扫
7703||1,CT0011,上腹部CT普通平扫
7704||1,CT0012,颈部CT普通平扫
7705||1,CT0013,盆腔CT普通平扫
7706||1,CT0014,骨盆CT普通平扫
7707||1,CT0015,头部螺旋CT扫描
7708||1,CT0016,眼眶螺旋CT扫描+三维重建
7709||1,CT0018,胸部螺旋CT扫描
770||1,XY00184,奥美拉唑粉针(奥西康)[20mg]
7710||1,CT0019,全腹部螺旋CT扫描
7711||1,CT0017,鼻窦螺旋CT扫描
7712||1,CT0020,颈部螺旋CT扫描
7713||1,CT0021,盆腔螺旋CT扫描
7714||1,CT0022,骨盆螺旋CT扫描
7715||1,CT0023,颈椎螺旋CT扫描
7716||1,CT0024,腰椎螺旋CT扫描
7717||1,CT0025,颞骨(乳突)螺旋CT扫描
7718||1,CT0026,颌面部(上颌、下颌)螺旋CT扫描
7719||1,CT0027,关节螺旋CT扫描
771||1,XY00191,(高危B)奥沙利铂粉针[100mg]
7720||1,CT0028,头颅64排CTA
7721||1,CT0029,头颈部64排CTA
7722||1,CT0030,冠状动脉64排CTA
7723||1,CT0031,下肢动脉64排CTA
7724||1,CT0032,腹部血管64排CTA
7725||1,CT0033,全腹部(上腹、下腹)血管64排CTA
7726||1,ZZK00001,会阴神经阻滞麻醉
7727||1,ZZK00002,院外会诊(中级、市外)
7728||1,ZZK00003,院外会诊(副高、市外)
7729||1,ZZK00004,院外会诊(中级、市内)
772||1,XY00450,多西他赛粉针(奥名润)[0.5ml:20mg]
7730||1,ZZK00005,院外会诊(副高、市内)
7731||1,ZZK00006,诊断书
7732||1,ZZK00007,经纤支镜肺泡灌洗诊疗术
7733||1,ZZK00008,经纤支镜粘膜活检术
7734||1,ZZK00009,经纤支镜透支气管壁肺活检术
